,Year,Month,State,Location,Food,Species,Illnesses,Hospitalizations,Fatalities
14646,2010,August,New York,Restaurant,Barracuda,Ciguatoxin,2,0.0,0.0
14647,2010,August,New York,Private Home/Residence,Yellowfin Tuna,Scombroid toxin,4,0.0,0.0
14648,2010,August,New York,Catering Service,Pulled Pork,Clostridium perfringens,25,0.0,0.0
14650,2010,August,New York,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,4,1.0,0.0
14652,2010,August,Ohio,Private Home/Residence,"Grapes, Unspecified",Hepatitis A,5,5.0,0.0
14658,2010,August,Rhode Island,Catering Service,Chicken Salad,Salmonella enterica,16,2.0,0.0
14659,2010,August,Tennessee,Private Home/Residence,"Bbq, Unspecified; Chicken, Bbq; Sausage","Escherichia coli, Enteroaggregative; Campylobacter other",6,1.0,0.0
14664,2010,August,Vermont,,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,6,0.0,0.0
14666,2010,August,Washington,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,4,0.0,0.0
14667,2010,August,West Virginia,,Pizza,Bacillus cereus,10,2.0,0.0
14669,2010,August,Wisconsin,,"Ice Cream, Homemade",Salmonella enterica,24,8.0,0.0
14672,2010,September,California,Banquet Facility,"Sandwich, Turkey; Sandwich, Vegetable-Based",Norovirus unknown,26,2.0,0.0
14676,2010,September,Connecticut,,"Canoli, Unspecified",Salmonella enterica,3,2.0,0.0
14677,2010,September,Florida,Restaurant,Greek Salad,Norovirus,3,0.0,0.0
14688,2010,September,Minnesota,Catering Service,"Turkey, Other",Clostridium perfringens,18,0.0,0.0
14692,2010,September,New York,Catering Service,Roast Beef,Clostridium perfringens,22,0.0,0.0
14693,2010,September,New York,,Corn,Clostridium perfringens,27,0.0,0.0
14694,2010,September,New York,Catering Service,"Chicken, Roasted; Rice",Salmonella enterica,13,1.0,0.0
14695,2010,September,New York,Banquet Facility,"Clams, Raw",Campylobacter jejuni,68,2.0,0.0
14696,2010,September,New York,,"Canoli, Unspecified",Salmonella enterica,3,1.0,0.0
14711,2010,September,South Carolina,,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,7,0.0,0.0
14717,2010,September,Washington,Banquet Facility,Salads,Norovirus,30,0.0,0.0
14718,2010,September,Washington,Catering Service,"Gumbo, Unspecified",Clostridium perfringens,22,0.0,0.0
14725,2010,October,California,Restaurant,"Sandwich, Turkey; Cupcakes",Norovirus unknown,11,2.0,0.0
14727,2010,October,California,Private Home/Residence,Chicken,Salmonella enterica,21,1.0,0.0
14728,2010,October,California,Restaurant,"Pie, Sugar Free",Clostridium perfringens,6,0.0,0.0
14730,2010,October,Colorado,Catering Service,"Peppers, Bell; Ranch Dressing; Celery, Unspecified",Norovirus unknown,12,0.0,0.0
14734,2010,October,Connecticut,Restaurant,"Chips, Tortilla",Norovirus genogroup II,8,0.0,0.0
14736,2010,October,Connecticut,Private Home/Residence,"Pork, Roasted",Salmonella enterica,6,0.0,0.0
14738,2010,October,Florida,Restaurant,"Pastry, Unspecified",Salmonella unknown,4,0.0,0.0
14739,2010,October,Florida,Private Home/Residence,Fish Eggs,Chemical or toxin,2,0.0,0.0
14741,2010,October,Florida,Prison/Jail,"Rice, White",Bacillus cereus,103,0.0,0.0
14742,2010,October,Idaho,Private Home/Residence,"Beef(Fresly Killed Cow), Raw And/Or Undercooked","Escherichia coli, Shiga toxin-producing",3,3.0,0.0
14748,2010,October,Iowa,Private Home/Residence,"Carnitas, Unspecified",Salmonella enterica,6,6.0,0.0
14755,2010,October,Maryland,,"Apple Cider, Unpasteurized","Escherichia coli, Shiga toxin-producing",7,4.0,0.0
14757,2010,October,Minnesota,Restaurant,Beverages; Water; Ice,Norovirus genogroup II,29,0.0,0.0
14758,2010,October,Minnesota,Restaurant,Caesar Salad,Norovirus genogroup II,6,0.0,0.0
14760,2010,October,Minnesota,Restaurant,"Sandwich, Wrap",Norovirus,14,0.0,0.0
14761,2010,October,Multistate,Grocery Store,Gouda Cheese (Unpasteurized Milk),"Escherichia coli, Shiga toxin-producing",38,15.0,0.0
14763,2010,October,New York,Private Home/Residence,Biscotti; Homemade Pudding Cookie,Norovirus genogroup II,17,0.0,0.0
14765,2010,October,Ohio,Banquet Facility,Warm Rolls & Butter; Cheesecake With Strawberry,Norovirus genogroup II,55,0.0,0.0
14769,2010,October,Oregon,Private Home/Residence,Cookies; Grapes; Chips,Norovirus genogroup II,14,0.0,0.0
14770,2010,October,Oregon,Private Home/Residence; School/College/University,Salami,Norovirus genogroup I,12,0.0,0.0
14771,2010,October,Pennsylvania,Private Home/Residence,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,4,1.0,0.0
14772,2010,October,Pennsylvania,Restaurant,"Sandwich, Hoagie",Norovirus,7,0.0,0.0
14776,2010,October,South Dakota,,Smoked Sausage,Salmonella enterica,5,0.0,0.0
14777,2010,October,Tennessee,,Chicken And Rice,Bacillus cereus; Staphylococcus aureus,39,0.0,0.0
14779,2010,October,Wisconsin,Banquet Facility,Salads,Norovirus genogroup II,44,0.0,0.0
14781,2010,October,Wisconsin,Restaurant,Coleslaw,Norovirus genogroup I,23,0.0,0.0
14784,2010,November,California,,Cake,Hepatitis A,6,1.0,0.0
14790,2010,November,Florida,Catering Service,"Chicken, Baked",Clostridium perfringens,95,0.0,0.0
14791,2010,November,Florida,Restaurant,Various Mexican Food Items,Bacillus cereus,12,0.0,0.0
14800,2010,November,Kansas,Private Home/Residence,Turkey,Clostridium perfringens,135,1.0,0.0
14801,2010,November,Kansas,Restaurant,Salads,Norovirus genogroup II,6,0.0,0.0
14805,2010,November,Minnesota,,"Sandwich, Ham/Cheese",Norovirus genogroup II,16,0.0,0.0
14806,2010,November,Minnesota,School/College/University,Venison,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",29,2.0,0.0
14807,2010,November,Multistate,Fast Food Restaurant,Alfalfa Sprouts,Salmonella enterica,140,31.0,0.0
14809,2010,November,Multistate,,Sausage,"Escherichia coli, Shiga toxin-producing",7,3.0,0.0
14810,2010,November,New Mexico,,Guacamole; Potato Salad,Norovirus,14,0.0,0.0
14811,2010,November,New York,Catering Service,Vegetable-Based Salads,Norovirus unknown,13,0.0,0.0
14812,2010,November,New York,Private Home/Residence,"Fish, Grouper",Ciguatoxin,11,0.0,0.0
14814,2010,November,Ohio,Restaurant,"Sushi, Unspecified",Norovirus genogroup II,11,0.0,0.0
14815,2010,November,Ohio,Private Home/Residence,Turkey,Salmonella enterica,6,5.0,0.0
14818,2010,November,Ohio,Restaurant,"Sushi, Unspecified",Norovirus genogroup II,39,2.0,0.0
14819,2010,November,Oklahoma,Prison/Jail,Multiple Foods,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",21,0.0,0.0
14820,2010,November,Oregon,Restaurant,Salsa; Diced Chicken,Norovirus genogroup II,10,0.0,0.0
14821,2010,November,Pennsylvania,Restaurant,"Sandwich, Other Specialty",Norovirus,15,2.0,0.0
14828,2010,December,Alaska,Private Home/Residence,"Salmon, Salted",Clostridium botulinum,2,1.0,0.0
14835,2010,December,California,Nursing Home/Assisted Living Facility,"Chicken, Baked",Salmonella enterica,7,0.0,0.0
14838,2010,December,Connecticut,Restaurant,Spinach Artichoke Dip,Norovirus genogroup I,9,0.0,0.0
14840,2010,December,Florida,Restaurant,"Salad, Unspecified",Norovirus,11,0.0,0.0
14841,2010,December,Florida,Restaurant,"Sushi, Unspecified",Norovirus,3,0.0,0.0
14843,2010,December,Florida,Private Home/Residence,Pancit,Salmonella enterica,17,1.0,0.0
14845,2010,December,Illinois,Banquet Facility,"Macaroni Salad; Gravy, Beef; Beef,Sliced; Potatoes",Norovirus genogroup II,26,0.0,0.0
14846,2010,December,Illinois,Catering Service,"Cake, Chocolate",Staphylococcus aureus,9,0.0,0.0
14850,2010,December,Illinois,,Cake,Staphylococcus aureus,10,0.0,0.0
14861,2010,December,Minnesota,Private Home/Residence; Banquet Facility,Broccoli Salad,Norovirus genogroup II,24,0.0,0.0
14864,2010,December,Minnesota,Catering Service,Fruit,Norovirus genogroup II,15,0.0,0.0
14867,2010,December,Multistate,Private Home/Residence,"Nuts, Hazelnuts","Escherichia coli, Shiga toxin-producing",8,3.0,0.0
14870,2010,December,New Mexico,Restaurant,"Guacamole; Beans, Unspecified",Norovirus,36,0.0,0.0
14871,2010,December,New York,Restaurant,Chicken Rollup,Clostridium perfringens,5,0.0,0.0
14873,2010,December,Ohio,Restaurant,"Oysters, Raw",Norovirus genogroup II,11,0.0,0.0
14875,2010,December,Ohio,Private Home/Residence,"Cheese Dip; Vegetable Dip, Unspecified",Norovirus genogroup I,8,0.0,0.0
14881,2010,December,South Carolina,Private Home/Residence,Turkey,Staphylococcus aureus; Clostridium perfringens,50,0.0,0.0
14887,2010,December,Vermont,,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,11,0.0,0.0
14888,2010,December,Virginia,Restaurant,Biscuits,Norovirus unknown,23,3.0,0.0
14893,2010,December,Washington,Restaurant,"Oysters, Raw",Norovirus,10,0.0,0.0
14895,2010,December,Wisconsin,Restaurant,"Sandwich, Submarine",Norovirus genogroup II,12,0.0,0.0
14897,2011,January,California,Restaurant,"Potatoes; Orange Juice, Unspecified",Norovirus unknown,18,0.0,0.0
14900,2011,January,California,Grocery Store,Carne Asada,Salmonella enterica,7,0.0,0.0
14901,2011,January,California,Private Home/Residence,"Queso Fresco, Unpasteurized",Salmonella enterica,37,7.0,0.0
14902,2011,January,Colorado,Grocery Store,Mixed Fruit,Norovirus unknown,8,1.0,0.0
14904,2011,January,Connecticut,Restaurant,"Sandwich, Unspecified",Salmonella enterica,11,4.0,0.0
14906,2011,January,Florida,Restaurant,"Refried Beans, Unspecified",Bacillus cereus,6,0.0,0.0
14915,2011,January,Maryland,Catering Service,"Salad, Unspecified; Lettuce",Norovirus genogroup II,93,0.0,0.0
14919,2011,January,Michigan,,Raw Milk,Bacterium,5,1.0,0.0
14924,2011,January,Multistate,Grocery Store,"Deli Meat, Bologna","Escherichia coli, Shiga toxin-producing",14,3.0,0.0
14925,2011,January,Multistate,Private Home/Residence,Papaya,Salmonella enterica,106,10.0,0.0
14927,2011,January,New York,Private Home/Residence,Venison,"Escherichia coli, Shiga toxin-producing",2,1.0,0.0
14930,2011,January,Ohio,Grocery Store,"Chicken, Roasted",Norovirus genogroup II,2,0.0,0.0
14946,2011,January,Washington,Restaurant,"Pork, Sweet And Sour",Unknown,2,0.0,0.0
14948,2011,January,Wyoming,Restaurant,"Coleslaw; Cake, Brownie",Norovirus genogroup II,24,0.0,0.0
14950,2011,February,California,Restaurant,Hummus,Norovirus unknown,14,0.0,0.0
14951,2011,February,California,Restaurant,"Cilantro, Unspecified; Salsa",Norovirus unknown,27,0.0,0.0
14953,2011,February,California,Restaurant,Coleslaw,Norovirus unknown,18,0.0,0.0
14961,2011,February,Florida,Fair/Festival,"Oysters, Raw",Norovirus unknown,7,0.0,0.0
14962,2011,February,Georgia,Office/Indoor Workplace,"Juice, Unspecified",Norovirus genogroup II,207,1.0,0.0
14966,2011,February,Illinois,Restaurant,"Chicken, Bbq",Clostridium perfringens,30,0.0,0.0
14972,2011,February,Maryland,Catering Service,"Cocktail Sauce, Unspecified",Norovirus genogroup II; Norovirus genogroup II; Norovirus genogroup II,72,0.0,0.0
14973,2011,February,Massachusetts,Private Home/Residence,"Ground Turkey, Unspecified",Salmonella enterica,5,1.0,0.0
14978,2011,February,Minnesota,,"Sandwich, Submarine",Norovirus,16,0.0,0.0
14979,2011,February,Minnesota,Private Home/Residence,Chicken,Salmonella enterica,3,0.0,0.0
14982,2011,February,Multistate,Private Home/Residence,Cantaloupe,Salmonella enterica,20,3.0,0.0
14983,2011,February,Multistate,,"Ground Turkey, Unspecified",Salmonella enterica,181,50.0,1.0
14987,2011,February,New York,Private Home/Residence,"Ground Beef, Hamburger","Escherichia coli, Shiga toxin-producing",2,0.0,0.0
14992,2011,February,Pennsylvania,Restaurant,Garden Salad,Norovirus,24,0.0,0.0
14999,2011,March,Alabama,Restaurant,Chips; Salsa,Norovirus genogroup II,18,2.0,0.0
15005,2011,March,California,Catering Service,Green Salad,Norovirus unknown,15,0.0,0.0
15006,2011,March,California,Restaurant,"Refried Beans, Unspecified",Clostridium perfringens,19,0.0,0.0
15010,2011,March,Colorado,Private Home/Residence,"Beef, Brisket; Potato, Mashed",Clostridium perfringens,27,0.0,0.0
15013,2011,March,Connecticut,Fast Food Restaurant,"Sandwich, Unspecified; Salads",Salmonella enterica,8,2.0,0.0
15014,2011,March,Florida,Restaurant,Shredded Lettuce,Norovirus genogroup II,78,3.0,0.0
15016,2011,March,Florida,Restaurant,"Fish, Tuna",Scombroid toxin,5,0.0,0.0
15020,2011,March,Georgia,Fast Food Restaurant; Restaurant; Restaurant; Private Home/Residence,"Cucumber; Tomato, Unspecified",Salmonella enterica,14,2.0,0.0
15030,2011,March,Maryland,Religious Facility,"Sausage, Pork",Salmonella enterica,18,5.0,0.0
15034,2011,March,Minnesota,Restaurant,Artichoke Dip,Norovirus,5,0.0,0.0
15035,2011,March,Minnesota,Fast Food Restaurant,"Rice, Fried Rice",Bacillus cereus,3,0.0,0.0
15036,2011,March,Minnesota,Prison/Jail,"Potato, Scalloped",Clostridium perfringens,32,0.0,0.0
15037,2011,March,Minnesota,Private Home/Residence,"Boar, Unspecified",Trichinella spiralis,2,1.0,0.0
15039,2011,March,Multistate,,Oysters,Vibrio cholerae,12,0.0,0.0
15041,2011,March,New York,Private Home/Residence,Venison,"Escherichia coli, Shiga toxin-producing",2,2.0,0.0
15042,2011,March,New York,Restaurant; Catering Service,Hummus,"Escherichia coli, Enterotoxigenic",53,0.0,0.0
15048,2011,March,Pennsylvania,Catering Service,"Pizza, Vegetable",Norovirus unknown,57,1.0,0.0
15049,2011,March,Pennsylvania,,Milk; Ice Cream,Yersinia enterocolitica,16,7.0,1.0
15052,2011,March,South Carolina,,Raw Milk,Campylobacter jejuni,23,1.0,0.0
15062,2011,April,Alabama,Fast Food Restaurant,Lettuce,Norovirus genogroup I,21,2.0,0.0
15071,2011,April,California,Catering Service,"Salsa; Carnitas, Unspecified",Norovirus unknown,136,0.0,0.0
15074,2011,April,Connecticut,Restaurant,Salads,Norovirus genogroup II,24,0.0,0.0
15076,2011,April,Florida,Restaurant,"Fish, Mahi Mahi",Ciguatoxin,2,0.0,0.0
15077,2011,April,Florida,Private Home/Residence,Fruit Smoothie,Norovirus genogroup II,6,0.0,0.0
15078,2011,April,Florida,Restaurant,Blue Cheese Dressing,Norovirus genogroup II,3,0.0,0.0
15079,2011,April,Florida,Restaurant,"Fruit Cup, Water, Ice",Norovirus genogroup II,24,0.0,0.0
15080,2011,April,Georgia,Banquet Facility,"Pineapple, Unspecified; Cantaloupe",Norovirus genogroup II,22,0.0,0.0
15081,2011,April,Georgia,Private Home/Residence; Banquet Facility,"House Salad; Cake, Chocolate",Norovirus genogroup II,19,0.0,0.0
15082,2011,April,Georgia,Private Home/Residence,Chicken,Salmonella enterica,17,3.0,0.0
15084,2011,April,Idaho,Restaurant,"Enchilada, Chicken",Clostridium perfringens,23,0.0,0.0
15086,2011,April,Illinois,Fast Food Restaurant,Multiple Salads,Salmonella enterica,36,3.0,0.0
15092,2011,April,Michigan,Catering Service,"Salad, Greek; Caesar Salad",Norovirus genogroup II,57,0.0,0.0
15093,2011,April,Michigan,Fast Food Restaurant,Clover Sprouts,Salmonella enterica,7,4.0,0.0
15096,2011,April,Minnesota,Fast Food Restaurant,"Fried Rice, Unspecified",Bacillus cereus,3,0.0,0.0
15098,2011,April,Minnesota,Restaurant; Banquet Facility,Fruit,Norovirus,61,0.0,0.0
15099,2011,April,Minnesota,Private Home/Residence,Caesar Salad; Potato Salad,Norovirus genogroup II,29,0.0,0.0
15100,2011,April,Multistate,Private Home/Residence; Grocery Store; Nursing Home/Assisted Living Facility; School/College/University,"Liver, Chicken",Salmonella enterica,190,30.0,0.0
15101,2011,April,Multistate,,Alfalfa Sprouts,Salmonella enterica,27,3.0,0.0
15102,2011,April,Multistate,Fast Food Restaurant,Tomatoes,Salmonella enterica,166,0.0,0.0
15107,2011,April,New York,Restaurant,"Salad, Unspecified; Bread, Unspecified",Norovirus genogroup II,9,0.0,0.0
15110,2011,April,Pennsylvania,,"Milk, Whole Milk Unpasteurized; Milk, Whole Milk Unpasteurized",Campylobacter jejuni,3,0.0,0.0
15112,2011,April,Pennsylvania,Catering Service,"Sandwich, Deli",Norovirus,50,0.0,0.0
15114,2011,April,Puerto Rico,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,9,0.0,0.0
15115,2011,April,Puerto Rico,Private Home/Residence,"Fish, King Mackarel",Ciguatoxin,7,0.0,0.0
15125,2011,April,Washington,Grocery Store,"Sandwich, Submarine",Norovirus genogroup I,9,0.0,0.0
15130,2011,May,Alaska,Private Home/Residence; Office/Indoor Workplace; Camp,"Cockles; Mussels; Clams, Butter",Chemical or toxin,21,4.0,0.0
15131,2011,May,Alaska,,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,18,0.0,0.0
15146,2011,May,California,Private Home/Residence,Rice Crispy Treat; Brownies,Norovirus unknown,28,1.0,0.0
15153,2011,May,Florida,Fast Food Restaurant,"Rice, Fried Rice",Bacillus cereus,3,0.0,0.0
15154,2011,May,Florida,Restaurant,House Salad,Norovirus,7,0.0,0.0
15155,2011,May,Florida,Private Home/Residence,"Avocado, Unspecified",Salmonella enterica,3,0.0,0.0
15156,2011,May,Florida,Restaurant,Tuna Burger,Scombroid toxin,2,0.0,0.0
15168,2011,May,Kansas,Prison/Jail,Chili Macaroni,Clostridium perfringens,115,0.0,0.0
15171,2011,May,Massachusetts,Grocery Store,Fruit Salad; Deli Tray,Norovirus genogroup II,18,0.0,0.0
15173,2011,May,Michigan,,Raw Milk,Campylobacter unknown,2,0.0,0.0
15176,2011,May,Minnesota,Catering Service,"Potato, Mashed",Norovirus genogroup II,32,1.0,0.0
15178,2011,May,Minnesota,Private Home/Residence,Pork,Salmonella enterica,14,4.0,0.0
15183,2011,May,New York,Restaurant,Tabouleh Salad; Spinach Struedel,"Escherichia coli, Enterotoxigenic",19,0.0,0.0
15187,2011,May,Oklahoma,Catering Service,"Chicken; Salad, Unspecified",Norovirus genogroup II,39,0.0,0.0
15188,2011,May,Oregon,Grocery Store,Cookies,Norovirus genogroup I,11,0.0,0.0
15189,2011,May,Oregon,Banquet Facility,Goat Cheese Profiterole; Asparagus Citrus Salad,Norovirus genogroup II,16,0.0,0.0
15190,2011,May,Pennsylvania,,Chicken Picata,Salmonella enterica,10,1.0,0.0
15192,2011,May,Puerto Rico,Restaurant,"Fish, Baracuda",Ciguatoxin,4,0.0,0.0
15193,2011,May,Puerto Rico,,"Fish, Amberjack",Ciguatoxin,3,0.0,0.0
15207,2011,May,Wisconsin,Private Home/Residence,"Beef, Roast With Gravy",Clostridium perfringens,12,0.0,0.0
15215,2011,June,Connecticut,Restaurant; Banquet Facility,Garden Salad,Norovirus genogroup II,23,0.0,0.0
15216,2011,June,Connecticut,Banquet Facility,Ziti & Meatballs; Water; Paella,Norovirus genogroup II,21,0.0,0.0
15217,2011,June,Connecticut,Private Home/Residence,"Pork, Roasted",Salmonella enterica,19,1.0,0.0
15218,2011,June,Connecticut,Restaurant,"Chicken, Stew",Clostridium perfringens,4,0.0,0.0
15220,2011,June,Florida,Private Home/Residence; Unknown,Apple Potato Salad; Spinach Cheese Dip,Norovirus genogroup II,9,0.0,0.0
15222,2011,June,Florida,Restaurant,Cilantro And Onions,Cyclospora cayatenensis,12,0.0,0.0
15223,2011,June,Georgia,Religious Facility,"Lemonade, Unspecified",Norovirus genogroup II,80,2.0,0.0
15241,2011,June,Minnesota,Private Home/Residence,Potato Salad,Staphylococcus aureus,13,0.0,0.0
15244,2011,June,Minnesota,,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,2,0.0,0.0
15245,2011,June,Missouri,Private Home/Residence; Catering Service,Smoked Whole Hog,Salmonella enterica; Salmonella enterica,13,0.0,0.0
15246,2011,June,Multistate,,Cantaloupe,Salmonella enterica,25,4.0,0.0
15247,2011,June,Multistate,Private Home/Residence,"Pork, Roasted",Salmonella enterica,67,6.0,0.0
15248,2011,June,New Jersey,,Cake,Norovirus genogroup II,13,1.0,0.0
15250,2011,June,New York,Restaurant,Bbq Tofu,"Escherichia coli, Enterotoxigenic",90,1.0,0.0
15252,2011,June,New York,,Raw Milk,Campylobacter jejuni,4,0.0,0.0
15255,2011,June,Ohio,,"Cake, Unspecified",Salmonella enterica,12,2.0,0.0
15257,2011,June,Ohio,Private Home/Residence,"Ground Beef, Sloppy Joe; Ground Beef, Other",Salmonella enterica,5,2.0,0.0
15258,2011,June,Oregon,Private Home/Residence; Child Daycare,Cantaloupe & Strawberry Mix,Salmonella enterica,6,0.0,
15259,2011,June,Pennsylvania,,"Milk, Whole Milk Unpasteurized",Campylobacter unknown,5,0.0,0.0
15260,2011,June,Pennsylvania,,"Chicken, Other",Salmonella enterica,312,1.0,0.0
15261,2011,June,Pennsylvania,,"Pork, Roasted",Salmonella enterica,25,3.0,0.0
15264,2011,June,South Carolina,,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,10,2.0,0.0
15265,2011,June,Tennessee,Restaurant; Private Home/Residence,"Pork, Bbq; Beans, Bbq",Staphylococcus aureus,27,0.0,0.0
15275,2011,June,Virginia,Private Home/Residence; Catering Service,"Pork, Bbq; Coleslaw",Salmonella enterica,9,1.0,0.0
15277,2011,June,Washington,,Mussels,Chemical or toxin,3,0.0,0.0
15278,2011,June,Wisconsin,,"Whole Milk, Unpasteurized",Campylobacter jejuni,16,1.0,0.0
15284,2011,July,California,Banquet Facility,Beet Salad,Norovirus unknown,15,0.0,0.0
15286,2011,July,California,Restaurant,"Beef, Chili; Refried Beans, Unspecified",Bacterium,22,0.0,0.0
15287,2011,July,California,Restaurant,"Sandwich, Chicken Salad",Salmonella enterica,2,2.0,0.0
15289,2011,July,California,Restaurant; Private Home/Residence; Grocery Store,"Beans, Unspecified; Carnitas, Unspecified",Salmonella enterica,22,1.0,0.0
15293,2011,July,Connecticut,Fair/Festival,"Salad, Unspecified",Salmonella enterica,42,2.0,0.0
15299,2011,July,Georgia,,Lettuce Based Salads,Cyclospora cayatenensis,99,3.0,0.0
15316,2011,July,Maryland,Restaurant,Crab Dishes,Salmonella enterica,57,7.0,0.0
15318,2011,July,Maryland,Private Home/Residence,Shrimp Fried Rice,Staphylococcus aureus,18,5.0,0.0
15323,2011,July,Michigan,Restaurant; Private Home/Residence; Camp,Ground Beef,"Escherichia coli, Shiga toxin-producing",12,8.0,0.0
15324,2011,July,Minnesota,,"Milk, Whole Milk Unpasteurized",Campylobacter coli,3,2.0,0.0
15326,2011,July,Minnesota,Private Home/Residence,Fruit,"Escherichia coli, Shiga toxin-producing",6,1.0,0.0
15329,2011,July,Multistate,Private Home/Residence,Cantaloupe,Listeria monocytogenes,147,143.0,33.0
15330,2011,July,New Jersey,Private Home/Residence,"Mexican Style Cheese, Pasteurized",Listeria monocytogenes,2,2.0,0.0
15333,2011,July,New York,Restaurant,"Fish, Grouper",Ciguatoxin,2,1.0,0.0
15334,2011,July,New York,Restaurant,"Fish, Grouper",Ciguatoxin,3,0.0,0.0
15335,2011,July,New York,Private Home/Residence,"Turkey, Roasted",Salmonella enterica,21,2.0,0.0
15336,2011,July,New York,Restaurant; Fair/Festival,"Ground Beef, Hamburger","Escherichia coli, Shiga toxin-producing",2,1.0,0.0
15338,2011,July,New York,,Raw Milk,Campylobacter jejuni,3,0.0,0.0
15339,2011,July,New York,Unknown,Tomatoes,Salmonella enterica,10,3.0,0.0
15343,2011,July,Oregon,Restaurant,Hollandaise Sauce,Staphylococcus aureus,7,3.0,0.0
15345,2011,July,Oregon,,Strawberries,"Escherichia coli, Shiga toxin-producing",15,7.0,2.0
15347,2011,July,Tennessee,Restaurant,White Rice,Bacillus cereus,7,0.0,0.0
15350,2011,July,Texas,Private Home/Residence,"Fried Rice, Unspecified; Pork, Chops; Spring Roll",Staphylococcus aureus; Norovirus unknown,31,0.0,0.0
15351,2011,July,Washington,Private Home/Residence,Oysters,Vibrio parahaemolyticus,9,0.0,0.0
15352,2011,July,Washington,Private Home/Residence,Chicken,Campylobacter jejuni,4,0.0,0.0
15354,2011,August,Alaska,Private Home/Residence,Fish Eggs,Clostridium botulinum,3,2.0,0.0
15358,2011,August,California,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,4,1.0,0.0
15360,2011,August,California,Restaurant,"Pork, Roasted",Salmonella enterica,5,1.0,0.0
15362,2011,August,California,,Raw Milk,"Escherichia coli, Shiga toxin-producing",5,3.0,0.0
15366,2011,August,Florida,,"Fish, Amberjack",Ciguatoxin,3,0.0,0.0
15368,2011,August,Florida,Private Home/Residence,"Fish, Grouper",Ciguatoxin,3,0.0,0.0
15374,2011,August,Kansas,Unknown,Sprouts,Salmonella enterica,7,1.0,0.0
15380,2011,August,Michigan,Restaurant,"Chicken, Shawarma",Salmonella enterica,6,3.0,0.0
15381,2011,August,Michigan,Fast Food Restaurant; Private Home/Residence,"Ackawi Cheese, Pasteurized; Chives Cheese, Pasteurized",Listeria monocytogenes,2,2.0,1.0
15383,2011,August,Minnesota,Private Home/Residence,Watermelon,Salmonella enterica,15,2.0,0.0
15384,2011,August,Minnesota,Restaurant,"Oysters, Raw",Vibrio parahaemolyticus,4,2.0,0.0
15386,2011,August,Minnesota,Private Home/Residence,"Eggs, Other",Salmonella enterica,8,3.0,0.0
15387,2011,August,Multistate,,Turkish Pine Nuts,Salmonella enterica,53,2.0,0.0
15392,2011,August,New York,Restaurant,Turkey,Salmonella enterica,15,5.0,0.0
15395,2011,August,Ohio,Private Home/Residence,"Goat Milk, Unpasteurized",Campylobacter unknown,2,0.0,0.0
15397,2011,August,Ohio,Private Home/Residence,Mushrooms,Chemical or toxin,4,0.0,0.0
15399,2011,August,Oregon,Private Home/Residence,Aniline (Mixed With Soda),Chemical or toxin,2,2.0,0.0
15401,2011,August,Pennsylvania,Grocery Store,Deli Tray,Staphylococcus aureus,7,0.0,0.0
15403,2011,August,South Carolina,Private Home/Residence,"Grouper, Black",Ciguatoxin,3,0.0,0.0
15405,2011,August,Washington,,Milk,"Escherichia coli, Shiga toxin-producing",3,3.0,0.0
15406,2011,August,Washington,Restaurant,Pinto Beans,Chemical or toxin,2,0.0,0.0
15417,2011,September,California,Catering Service,"Sandwich, Turkey",Salmonella enterica,8,0.0,0.0
15420,2011,September,Florida,Restaurant,"Rice, Fried Rice",Norovirus,7,0.0,0.0
15426,2011,September,Idaho,,"Spaghetti, Unspecified","Escherichia coli, Shiga toxin-producing",5,1.0,0.0
15427,2011,September,Idaho,Restaurant,Chicken,Salmonella enterica,5,1.0,0.0
15429,2011,September,Illinois,Private Home/Residence; Grocery Store,"Carnitas, Unspecified",Salmonella enterica,12,3.0,0.0
15430,2011,September,Illinois,Restaurant,Chicken,Salmonella enterica,8,0.0,0.0
15446,2011,September,Michigan,Catering Service,Pulled Pork,Salmonella enterica,35,6.0,0.0
15447,2011,September,Minnesota,,Ice,Norovirus genogroup II,29,0.0,0.0
15448,2011,September,Minnesota,Restaurant,"Chicken, Unspecified; Water",Norovirus genogroup I,35,0.0,0.0
15450,2011,September,Minnesota,Restaurant,Salad Bar,Norovirus genogroup II,9,0.0,0.0
15451,2011,September,Multistate,Restaurant,Hummus,Salmonella enterica,23,0.0,0.0
15452,2011,September,New Jersey,,"Fish, Tuna",Scombroid toxin,2,0.0,0.0
15453,2011,September,New Jersey,Private Home/Residence,Mushrooms,Mycotoxins,2,0.0,0.0
